REGION;N°CIRC;CIRCONSCRIPTION;NB BV;INSCRITS;VOTANTS;BULLETINS NULS;BULLETINS BLANCS;GRP. POL.;NOM CAND;SCORE;%;RESULTAT;Annee
AGNEBY-TIASSA;001;ABOUDE, ATTOBROU, GUESSIGUIE, GRAND-MORIÉ, LOVIGUIE, ORESS-KROBOU, COMMUNES ET SOUS- PRÉFECTURES, AGBOVILLE SOUS-PRÉFECTURE;144;52 106;14070;388;76;INDEPENDANT;KOTO EHOU SOPIE;547;4,00%;;2025
AGNEBY-TIASSA;001;ABOUDE, ATTOBROU, GUESSIGUIE, GRAND-MORIÉ, LOVIGUIE, ORESS-KROBOU, COMMUNES ET SOUS- PRÉFECTURES, AGBOVILLE SOUS-PRÉFECTURE;;;;;;RHDP;KOFFI AKA CHARLES;9 078;66,35%;ELU;2025
AGNEBY-TIASSA;001;ABOUDE, ATTOBROU, GUESSIGUIE, GRAND-MORIÉ, LOVIGUIE, ORESS-KROBOU, COMMUNES ET SOUS- PRÉFECTURES, AGBOVILLE SOUS-PRÉFECTURE;;;;;;INDEPENDANT;YEPIE KOUASSI THEODORE;58;0,42%;;2025
AGNEBY-TIASSA;001;ABOUDE, ATTOBROU, GUESSIGUIE, GRAND-MORIÉ, LOVIGUIE, ORESS-KROBOU, COMMUNES ET SOUS- PRÉFECTURES, AGBOVILLE SOUS-PRÉFECTURE;;;;;;INDEPENDANT;TCHIMOU GNAMON BERTRAND;1 991;14,55%;;2025
AGNEBY-TIASSA;001;ABOUDE, ATTOBROU, GUESSIGUIE, GRAND-MORIÉ, LOVIGUIE, ORESS-KROBOU, COMMUNES ET SOUS- PRÉFECTURES, AGBOVILLE SOUS-PRÉFECTURE;;;;;;INDEPENDANT;BOKA BOKA MAURICE;674;4,93%;;2025
AGNEBY-TIASSA;001;ABOUDE, ATTOBROU, GUESSIGUIE, GRAND-MORIÉ, LOVIGUIE, ORESS-KROBOU, COMMUNES ET SOUS- PRÉFECTURES, AGBOVILLE SOUS-PRÉFECTURE;;;;;;ADCI;EDI DOFFOU PAUL;331;2,42%;;2025
AGNEBY-TIASSA;001;ABOUDE, ATTOBROU, GUESSIGUIE, GRAND-MORIÉ, LOVIGUIE, ORESS-KROBOU, COMMUNES ET SOUS- PRÉFECTURES, AGBOVILLE SOUS-PRÉFECTURE;;;;;;FPI;N'GUESSAN KOTCHI REMI;474;3,46%;;2025
AGNEBY-TIASSA;001;ABOUDE, ATTOBROU, GUESSIGUIE, GRAND-MORIÉ, LOVIGUIE, ORESS-KROBOU, COMMUNES ET SOUS- PRÉFECTURES, AGBOVILLE SOUS-PRÉFECTURE;;;;;;MGC;NANDO YAVO SERGE;453;3,31%;;2025
AGNEBY-TIASSA;002;AGBOVILLE COMMUNE;133;48 710;12821;317;81;ADCI;OCHOU WROHOUM MARIE-PASCALE;296;2,37%;;2025
AGNEBY-TIASSA;002;AGBOVILLE COMMUNE;;;;;;RHDP;DIMBA N'GOU PIERRE;10 675;85,37%;ELU;2025
AGNEBY-TIASSA;002;AGBOVILLE COMMUNE;;;;;;INDEPENDANT;OCHO KOKOU BERTRAND;20;0,16%;;2025
AGNEBY-TIASSA;002;AGBOVILLE COMMUNE;;;;;;INDEPENDANT;TETCHI EHOUE ANTOINE;75;0,60%;;2025
AGNEBY-TIASSA;002;AGBOVILLE COMMUNE;;;;;;INDEPENDANT;N'GOU KOKOLA GRACIASSE;30;0,24%;;2025
AGNEBY-TIASSA;002;AGBOVILLE COMMUNE;;;;;;PDCI-RDA;OHOUNA N'TAKPE NICAISE;1 327;10,61%;;2025
AGNEBY-TIASSA;003;AZAGUIE COMMUNE ET SOUS-PREFECTURE;44;15 515;5174;73;24;INDEPENDANT;KOUAME YAO FREDERIC;439;8,61%;;2025
AGNEBY-TIASSA;003;AZAGUIE COMMUNE ET SOUS-PREFECTURE;;;;;;INDEPENDANT;DOUMBIA HAMED CHEICK YVANN;1 549;30,37%;;2025
AGNEBY-TIASSA;003;AZAGUIE COMMUNE ET SOUS-PREFECTURE;;;;;;INDEPENDANT;KPATA APPIA EDI JORES;863;16,92%;;2025
AGNEBY-TIASSA;003;AZAGUIE COMMUNE ET SOUS-PREFECTURE;;;;;;INDEPENDANT;KIPRE LIPIA MIREILLE;38;0,74%;;2025
AGNEBY-TIASSA;003;AZAGUIE COMMUNE ET SOUS-PREFECTURE;;;;;;INDEPENDANT;ADJA OWO GILLES ROGER;96;1,88%;;2025
AGNEBY-TIASSA;003;AZAGUIE COMMUNE ET SOUS-PREFECTURE;;;;;;RHDP;ALAIN EKISSI;1 673;32,80%;ELU;2025
AGNEBY-TIASSA;003;AZAGUIE COMMUNE ET SOUS-PREFECTURE;;;;;;INDEPENDANT;BAMBA IDRISSA;256;5,02%;;2025
AGNEBY-TIASSA;003;AZAGUIE COMMUNE ET SOUS-PREFECTURE;;;;;;PDCI-RDA;EKISSI HUBERSON EVARISTHO ALVARIS;163;3,20%;;2025
AGNEBY-TIASSA;004;ANANGUIE, CECHI ET RUBINO, COMMUNES ET SOUS- PREFECTURES;72;23 466;7650;241;49;INDEPENDANT;AKOUE BEDE ANSELME;203;2,74%;;2025
AGNEBY-TIASSA;004;ANANGUIE, CECHI ET RUBINO, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;TCHIMOU OKOMAN EMMANUEL;1 668;22,51%;;2025
AGNEBY-TIASSA;004;ANANGUIE, CECHI ET RUBINO, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;OFFO ABOLE SYLVAIN;827;11,16%;;2025
AGNEBY-TIASSA;004;ANANGUIE, CECHI ET RUBINO, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;N'GOU OKAUGNY YANNICK ANICET;110;1,48%;;2025
AGNEBY-TIASSA;004;ANANGUIE, CECHI ET RUBINO, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;KOUASSI MARIE VIRGINIE;2 607;35,19%;ELU;2025
AGNEBY-TIASSA;004;ANANGUIE, CECHI ET RUBINO, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;ATIN ERIC ALAIN;355;4,79%;;2025
AGNEBY-TIASSA;004;ANANGUIE, CECHI ET RUBINO, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;OFFO BEDIA AKE VINCENT;197;2,66%;;2025
AGNEBY-TIASSA;004;ANANGUIE, CECHI ET RUBINO, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;KOFFI ANGBA GUY RICHARD;65;0,88%;;2025
AGNEBY-TIASSA;004;ANANGUIE, CECHI ET RUBINO, COMMUNES ET SOUS- PREFECTURES;;;;;;FPI;ASSEKE BERNARD;117;1,58%;;2025
AGNEBY-TIASSA;004;ANANGUIE, CECHI ET RUBINO, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;N'GUESSAN AKA ARNAUD;1 211;16,34%;;2025
AGNEBY-TIASSA;005;GOMON ET SIKENSI, COMMUNES ET SOUS-PREFECTURES;102;37 720;10768;347;134;INDEPENDANT;BOTTI ADJIRI BERNARD;1 127;10,81%;;2025
AGNEBY-TIASSA;005;GOMON ET SIKENSI, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;YAO YAO ERIC ARMAND;1 710;16,41%;;2025
AGNEBY-TIASSA;005;GOMON ET SIKENSI, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;BIPKO DANIELLE ADAHI;1 417;13,60%;;2025
AGNEBY-TIASSA;005;GOMON ET SIKENSI, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;KOPRO AMANI PIERRE VENCESLAS VINCENT;580;5,57%;;2025
AGNEBY-TIASSA;005;GOMON ET SIKENSI, COMMUNES ET SOUS-PREFECTURES;;;;;;RHDP;N'GATA BRIE JOSEPH;3 574;34,30%;ELU;2025
AGNEBY-TIASSA;005;GOMON ET SIKENSI, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;SAHORE N'GUESSAN PASCAL;157;1,51%;;2025
AGNEBY-TIASSA;005;GOMON ET SIKENSI, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;ADOU JOSE ANTONIO;64;0,61%;;2025
AGNEBY-TIASSA;005;GOMON ET SIKENSI, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;ADANGBA KASSA-KASSA RAPHAEL;32;0,31%;;2025
AGNEBY-TIASSA;005;GOMON ET SIKENSI, COMMUNES ET SOUS-PREFECTURES;;;;;;PDCI-RDA;ASSOUMOU BAKA CHARLES;1 626;15,60%;;2025
AGNEBY-TIASSA;006;GBOLOUVILLE ET N'DOUCI, COMMUNES ET SOUS- PREFECTURES;94;31 758;9221;283;72;RHDP;KANGBE YAYORO CHARLES LOPEZ;3 169;35,46%;ELU;2025
AGNEBY-TIASSA;006;GBOLOUVILLE ET N'DOUCI, COMMUNES ET SOUS- PREFECTURES;;;;;;ADCI;CAMARA ISSOUF;1 848;20,68%;;2025
AGNEBY-TIASSA;006;GBOLOUVILLE ET N'DOUCI, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;TANOH AMOI CHRISTIAN;88;0,98%;;2025
AGNEBY-TIASSA;006;GBOLOUVILLE ET N'DOUCI, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;GOUHAN EKANZA JULES ROLAND MONSIHO;282;3,16%;;2025
AGNEBY-TIASSA;006;GBOLOUVILLE ET N'DOUCI, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;N'GUESSAN AUGUSTIN KOUAKOU KASSI;868;9,71%;;2025
AGNEBY-TIASSA;006;GBOLOUVILLE ET N'DOUCI, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;KOUAKOU NGORAN JEROME;126;1,41%;;2025
AGNEBY-TIASSA;006;GBOLOUVILLE ET N'DOUCI, COMMUNES ET SOUS- PREFECTURES;;;;;;CNPCIN;YAO CHRIST FRANCIS ALAIN GILLES;110;1,23%;;2025
AGNEBY-TIASSA;006;GBOLOUVILLE ET N'DOUCI, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;OBOUMOU GOLE MARCELIN;2 375;26,57%;;2025
AGNEBY-TIASSA;007;MOROKRO ET TIASSALE, COMMUNES ET SOUS- PREFECTURES;123;39 362;16841;518;118;ADCI - GP-PAIX - VALEUR;ASSALE TIEMOKO ANTOINE;7 489;45,88%;;2025
AGNEBY-TIASSA;007;MOROKRO ET TIASSALE, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;SANOGO DRAMANE ALPHA;8 557;52,42%;ELU;2025
AGNEBY-TIASSA;007;MOROKRO ET TIASSALE, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;MIAN OCTAVI PEROU;159;0,97%;;2025
AGNEBY-TIASSA;008;PACOBO ET TAABO, COMMUNES ET SOUS-PREFECTURES;68;23 159;7576;399;64;GJPA-CI;KOFFI NDRI FERDINAND;35;0,49%;;2025
AGNEBY-TIASSA;008;PACOBO ET TAABO, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;KOUASSI KOFFI KAN ANICET DIDIER;881;12,28%;;2025
AGNEBY-TIASSA;008;PACOBO ET TAABO, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;BOKA YAO DANIEL;911;12,69%;;2025
AGNEBY-TIASSA;008;PACOBO ET TAABO, COMMUNES ET SOUS-PREFECTURES;;;;;;RHDP;KOUADIO BEUGRE BERNARD;3 912;54,51%;ELU;2025
AGNEBY-TIASSA;008;PACOBO ET TAABO, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;NAHOUNOU FELICITE VERONIQUE N'GUESSAN;81;1,13%;;2025
AGNEBY-TIASSA;008;PACOBO ET TAABO, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;MBASSIDJE EDDOH CHRISTIAN RICHARD;59;0,82%;;2025
AGNEBY-TIASSA;008;PACOBO ET TAABO, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;EBOU ADJOUA ANGELE;84;1,17%;;2025
AGNEBY-TIASSA;008;PACOBO ET TAABO, COMMUNES ET SOUS-PREFECTURES;;;;;;PDCI-RDA;KOUAME KOFFI RUFIN;1 150;16,02%;;2025
BAFING;009;BOOKO, BOROTOU, MAHANDOUGOU ET NIOKOSSO, COMMUNES ET SOUS-PREFECTURES;77;17 626;11919;59;158;INDEPENDANT;DIABATE MAMADOU;75;0,63%;;2025
BAFING;009;BOOKO, BOROTOU, MAHANDOUGOU ET NIOKOSSO, COMMUNES ET SOUS-PREFECTURES;;;;;;PDCI-RDA;SOUMAHORO SOULEYMANE;408;3,44%;;2025
BAFING;009;BOOKO, BOROTOU, MAHANDOUGOU ET NIOKOSSO, COMMUNES ET SOUS-PREFECTURES;;;;;;RHDP;DIOMANDE LASSINA;11 219;94,60%;ELU;2025
BAFING;010;KORO, COMMUNE ET SOUS-PREFECTURE;42;13 092;6583;117;74;INDEPENDANT;BAKAYOKO KARAMOKO;2 894;44,76%;;2025
BAFING;010;KORO, COMMUNE ET SOUS-PREFECTURE;;;;;;RHDP;SOUMAHORO YOUSSOUF;3 498;54,10%;ELU;2025
BAFING;011;GBELO, GOUEKAN, KOONAN, OUANINOU, SABOUDOUGOU ET SANTA, COMMUNES ET SOUS-PREFECTURES;106;25 316;15353;215;208;CNJB-ADO;DIOMANDE AMARA;68;0,45%;;2025
BAFING;011;GBELO, GOUEKAN, KOONAN, OUANINOU, SABOUDOUGOU ET SANTA, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;BAMBA MORY;2 724;17,99%;;2025
BAFING;011;GBELO, GOUEKAN, KOONAN, OUANINOU, SABOUDOUGOU ET SANTA, COMMUNES ET SOUS-PREFECTURES;;;;;;RHDP;MAMADOU SANOGO;6 026;39,81%;ELU;2025
BAFING;011;GBELO, GOUEKAN, KOONAN, OUANINOU, SABOUDOUGOU ET SANTA, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;BAMBA MAMADOU;123;0,81%;;2025
BAFING;011;GBELO, GOUEKAN, KOONAN, OUANINOU, SABOUDOUGOU ET SANTA, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;DIOMANDE ABDOUL AHMARA;5 989;39,56%;;2025
BAFING;012;DIOMAN, FOUNGBESSO ET GUINTEGUELA, COMMUNES ET SOUS-PREFECTURES, TOUBA, SOUS PREFECTURE;96;21 299;13342;196;141;INDEPENDANT;MEMAN BAMBA;1 524;11,59%;;2025
BAFING;012;DIOMAN, FOUNGBESSO ET GUINTEGUELA, COMMUNES ET SOUS-PREFECTURES, TOUBA, SOUS PREFECTURE;;;;;;INDEPENDANT;ALIDJOU TOURE;3 256;24,77%;;2025
BAFING;012;DIOMAN, FOUNGBESSO ET GUINTEGUELA, COMMUNES ET SOUS-PREFECTURES, TOUBA, SOUS PREFECTURE;;;;;;INDEPENDANT;KONE MAMADOU;2 287;17,40%;;2025
BAFING;012;DIOMAN, FOUNGBESSO ET GUINTEGUELA, COMMUNES ET SOUS-PREFECTURES, TOUBA, SOUS PREFECTURE;;;;;;INDEPENDANT;MIAMAN KONE;1 098;8,35%;;2025
BAFING;012;DIOMAN, FOUNGBESSO ET GUINTEGUELA, COMMUNES ET SOUS-PREFECTURES, TOUBA, SOUS PREFECTURE;;;;;;RHDP;DIOMANDE VASSADIA;3 613;27,48%;ELU;2025
BAFING;012;DIOMAN, FOUNGBESSO ET GUINTEGUELA, COMMUNES ET SOUS-PREFECTURES, TOUBA, SOUS PREFECTURE;;;;;;INDEPENDANT;MOUSSA BAMBA;1 227;9,33%;;2025
BAFING;013;TOUBA, COMMUNE;47;14 962;7151;54;75;RHDP;SANOGO MOUSSA;4 962;69,92%;ELU;2025
BAFING;013;TOUBA, COMMUNE;;;;;;INDEPENDANT;BAMBA ANZOUMANA;2 060;29,03%;;2025
BAGOUE;014;BAYA, KASSERE ET SIEMPURGO, COMMUNES ET SOUS- PREFECTURES;63;19 315;12802;330;204;RHDP;COULIBALY FONONNA CHEICK AHMED;5 606;44,95%;ELU;2025
BAGOUE;014;BAYA, KASSERE ET SIEMPURGO, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;OUATTARA GUIBESSONGUI ISSA;4 488;35,98%;;2025
BAGOUE;014;BAYA, KASSERE ET SIEMPURGO, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;COULIBALY LASSINAN;1 576;12,64%;;2025
BAGOUE;014;BAYA, KASSERE ET SIEMPURGO, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;COULIBALY ZIE SOUMAILA;598;4,79%;;2025
BAGOUE;015;"BOUNDIALI ET GANAONI, COMMUNES ET SOUS-
PREFECTURES";106;36 892;36846;0;0;RHDP;KONE MARIATOU;36 846;100,00%;ELU;2025
BAGOUE;016;BLESSEGUE ET KOUTO, COMMUNES ET SOUS- PREFECTURES;59;19 903;11808;70;215;INDEPENDANT;TRAORE DON SAMUEL;3 692;31,45%;;2025
BAGOUE;016;BLESSEGUE ET KOUTO, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;KONE NABAGNE BRUNO;7 831;66,71%;ELU;2025
BAGOUE;017;GBON, KOLIA ET SIANHALA, COMMUNES ET SOUS- PREFECTURES;88;31 360;20373;183;378;INDEPENDANT;KONE KARIMOU;1 242;6,15%;;2025
BAGOUE;017;GBON, KOLIA ET SIANHALA, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;BALLO NOUHO;10 331;51,17%;ELU;2025
BAGOUE;017;GBON, KOLIA ET SIANHALA, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;TOURE ALPHA YAYA;8 239;40,81%;;2025
BAGOUE;018;DEBETE, KANAKONO, PAPARA ET TENGRELA, COMMUNES ET SOUS-PREFECTURES;109;36 904;22247;221;197;INDEPENDANT;KONE SEYDOU;274;1,24%;;2025
BAGOUE;018;DEBETE, KANAKONO, PAPARA ET TENGRELA, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;DIARRASSOUBA SOUMAILA;11 811;53,62%;ELU;2025
BAGOUE;018;DEBETE, KANAKONO, PAPARA ET TENGRELA, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;DIARRASSOUBA ABDOULAYE;3 070;13,94%;;2025
BAGOUE;018;DEBETE, KANAKONO, PAPARA ET TENGRELA, COMMUNES ET SOUS-PREFECTURES;;;;;;RHDP;TRAORE MARIAME;6 674;30,30%;;2025
BELIER;019;BOLI, DIDIEVI, MOLONOU-BLE ET TIE-N'DIEKRO, COMMUNES ET SOUS-PREFECTURES;129;36 304;11536;421;138;RHDP;KOFFI KOFFI SERAPHIN;5 037;45,32%;;2025
BELIER;019;BOLI, DIDIEVI, MOLONOU-BLE ET TIE-N'DIEKRO, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;KONAN ULRICH KOUADIO SERGE RENE;199;1,79%;;2025
BELIER;019;BOLI, DIDIEVI, MOLONOU-BLE ET TIE-N'DIEKRO, COMMUNES ET SOUS-PREFECTURES;;;;;;PDCI-RDA;N'GUESSAN KOUASSI EDOUARD;5 741;51,65%;ELU;2025
BELIER;020;LOMOKANKRO, MOLONOU, TLEBISSOU ET YAKPABO- SAKASSOU, COMMUNES ET SOUS-PREFECTURES;147;42 781;14778;537;134;INDEPENDANT;ENSEMBLE TOUT EST POSSIBLE;80;0,56%;;2025
BELIER;020;LOMOKANKRO, MOLONOU, TLEBISSOU ET YAKPABO- SAKASSOU, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;LES PROGRESSISTES;222;1,56%;;2025
BELIER;020;LOMOKANKRO, MOLONOU, TLEBISSOU ET YAKPABO- SAKASSOU, COMMUNES ET SOUS-PREFECTURES;;;;;;RHDP;UNE COTE DIVOIRE EN PAIX , PROSPERE ET SOLIDAIRE;6 127;43,02%;;2025
BELIER;020;LOMOKANKRO, MOLONOU, TLEBISSOU ET YAKPABO- SAKASSOU, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;ENSEMBLE POUR LE DEVELOPPEMENT;190;1,33%;;2025
BELIER;020;LOMOKANKRO, MOLONOU, TLEBISSOU ET YAKPABO- SAKASSOU, COMMUNES ET SOUS-PREFECTURES;;;;;;PRO CI;PRO COTE DIVOIRE POUR UN PARLEMENT DEFENSEUR DES POPULATIONS;70;0,49%;;2025
BELIER;020;LOMOKANKRO, MOLONOU, TLEBISSOU ET YAKPABO- SAKASSOU, COMMUNES ET SOUS-PREFECTURES;;;;;;PDCI-RDA;TOUS ENSEMBLE POUR LA CÔTE D'IVOIRE;7 418;52,09%;ELU;2025
BELIER;021;TOUMODI, COMMUNE;84;31 946;13291;491;102;RHDP;GOUDOU RAYMONDE COFFIE;5 423;42,37%;;2025
BELIER;021;TOUMODI, COMMUNE;;;;;;INDEPENDANT;SENI KONAN JULES NANGLE;93;0,73%;;2025
BELIER;021;TOUMODI, COMMUNE;;;;;;PDCI-RDA;ALLIALI HERVE DOMINIQUE DIE;7 182;56,11%;ELU;2025
BELIER;022;ANGODA, BONIKRO, DJEKANOU, KPOUEBO, KOKUMBO, COMMUNES ET SOUS-PREFECTURES, TOUMODI, SOUS- PREFECTURE;139;43 279;12775;556;128;INDEPENDANT;KOUADIO N'GUESSAN CHARLES;160;1,31%;;2025
BELIER;022;ANGODA, BONIKRO, DJEKANOU, KPOUEBO, KOKUMBO, COMMUNES ET SOUS-PREFECTURES, TOUMODI, SOUS- PREFECTURE;;;;;;INDEPENDANT;N'GUESSAN KOUAME MARIUS MAURINIER;61;0,50%;;2025
BELIER;022;ANGODA, BONIKRO, DJEKANOU, KPOUEBO, KOKUMBO, COMMUNES ET SOUS-PREFECTURES, TOUMODI, SOUS- PREFECTURE;;;;;;RHDP;KONAN YAO SIMPLICE;4 846;39,66%;;2025
BELIER;022;ANGODA, BONIKRO, DJEKANOU, KPOUEBO, KOKUMBO, COMMUNES ET SOUS-PREFECTURES, TOUMODI, SOUS- PREFECTURE;;;;;;INDEPENDANT;N'DA KOUASSI JULES;97;0,79%;;2025
BELIER;022;ANGODA, BONIKRO, DJEKANOU, KPOUEBO, KOKUMBO, COMMUNES ET SOUS-PREFECTURES, TOUMODI, SOUS- PREFECTURE;;;;;;INDEPENDANT;KOUADIO KOFFI ASSASSI MARCEL;85;0,70%;;2025
BELIER;022;ANGODA, BONIKRO, DJEKANOU, KPOUEBO, KOKUMBO, COMMUNES ET SOUS-PREFECTURES, TOUMODI, SOUS- PREFECTURE;;;;;;INDEPENDANT;KOUAKOU KOUADIO JUVENAL;60;0,49%;;2025
BELIER;022;ANGODA, BONIKRO, DJEKANOU, KPOUEBO, KOKUMBO, COMMUNES ET SOUS-PREFECTURES, TOUMODI, SOUS- PREFECTURE;;;;;;PDCI-RDA;N'DAKPRI DJAHA ANGE FELIX;6 782;55,50%;ELU;2025
BERE;023;BOUANDOUGOU ET TIENINGBOUE, COMMUNES ET SOUS- PREFECTURES;95;25 590;14752;187;237;INDEPENDANT;ADAMA BAKAYOKO;8 087;55,52%;ELU;2025
BERE;023;BOUANDOUGOU ET TIENINGBOUE, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;HAMADOU KAMAGATE;6 196;42,54%;;2025
BERE;023;BOUANDOUGOU ET TIENINGBOUE, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;KATIENSELY COULIBALY;45;0,31%;;2025
BERE;024;DIANRA ET DIARRA-VILLAGE, COMMUNES ET SOUS- PREFECTURES;88;26 729;16599;291;378;INDEPENDANT;KONATE BAKARY;1 055;6,47%;;2025
BERE;024;DIANRA ET DIARRA-VILLAGE, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;KONE AMOURLAYE;4 127;25,31%;;2025
BERE;024;DIANRA ET DIARRA-VILLAGE, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;CISSE ISAAC;886;5,43%;;2025
BERE;024;DIANRA ET DIARRA-VILLAGE, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;GNANGADJOMON KONE;9 862;60,47%;ELU;2025
BERE;025;MANKONO, COMMUNE ET SOUS-PREFECTURE;73;23 860;12104;144;138;RHDP;FOFANA EPSE MEITE SALIMATA;7 756;64,85%;ELU;2025
BERE;025;MANKONO, COMMUNE ET SOUS-PREFECTURE;;;;;;INDEPENDANT;SOTIGUY COULIBALY;3 921;32,78%;;2025
BERE;025;MANKONO, COMMUNE ET SOUS-PREFECTURE;;;;;;PDCI-RDA;FOFANA ADAMA;145;1,21%;;2025
BERE;026;MARANDALLAH ET SARHALA, COMMUNES ET SOUS- PREFECTURES;78;21 935;11771;130;195;INDEPENDANT;BAMBA LADJI;5 703;48,99%;ELU;2025
BERE;026;MARANDALLAH ET SARHALA, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;WASSI KANATE;423;3,63%;;2025
BERE;026;MARANDALLAH ET SARHALA, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;DOGOSSATI BAKAYOKO;5 320;45,70%;;2025
BERE;027;KONGASSO ET KOUNAHIRI, COMMUNES ET SOUS- PREFECTURES;84;24 391;10680;352;224;INDEPENDANT;BAGATE ABDOULE TIECOURA;2 190;21,20%;;2025
BERE;027;KONGASSO ET KOUNAHIRI, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;BISSA AUGUSTIN;2 785;26,97%;;2025
BERE;027;KONGASSO ET KOUNAHIRI, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;GBEGBE BATO OLIVIER;426;4,12%;;2025
BERE;027;KONGASSO ET KOUNAHIRI, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;BAMBA CHEICK LANCINA;4 606;44,60%;ELU;2025
BERE;027;KONGASSO ET KOUNAHIRI, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;DELLOH ERIC;97;0,94%;;2025
BOUNKANI;028;BOUKO ET BOUNA, COMMUNES ET SOUS-PREFECTURES;89;26 581;14195;169;283;CODE;CONGRES DEMOCRATIQUE;1 820;12,98%;;2025
BOUNKANI;028;BOUKO ET BOUNA, COMMUNES ET SOUS-PREFECTURES;;;;;;RHDP;UNE COTE DIVOIRE EN PAIX,PROSPERE ET SOLIDAIRE;11 923;85,01%;ELU;2025
BOUNKANI;029;ONDEFIDOUO ET YOUNDOUO, COMMUNES ET SOUS- PREFECTURES;43;11 091;7346;99;209;INDEPENDANT;SIB SIE JEAN;2 550;35,19%;ELU;2025
BOUNKANI;029;ONDEFIDOUO ET YOUNDOUO, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;KAMBOU SIE;2 178;30,05%;;2025
BOUNKANI;029;ONDEFIDOUO ET YOUNDOUO, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;SOM SIE JEAN BAPTISTE;1 621;22,37%;;2025
BOUNKANI;029;ONDEFIDOUO ET YOUNDOUO, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;KAMBIRE SIE BOMITE JULIEN;96;1,32%;;2025
BOUNKANI;029;ONDEFIDOUO ET YOUNDOUO, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;KAMBOU BALIRE JEROME;423;5,84%;;2025
BOUNKANI;029;ONDEFIDOUO ET YOUNDOUO, COMMUNES ET SOUS- PREFECTURES;;;;;;FPI;KAMBOU OLLO PAUL;112;1,55%;;2025
BOUNKANI;029;ONDEFIDOUO ET YOUNDOUO, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;HIEN PIRIHINTE;58;0,80%;;2025
