REGION;N°CIRC;CIRCONSCRIPTION;NB BV;INSCRITS;VOTANTS;BULLETINS NULS;BULLETINS BLANCS;GRP. POL.;NOM CAND;SCORE;%;RESULTAT;Annee
INDENIE-DJUABLIN;116;AGNIBILEKROU, COMMUNE ET SOUS-PREFECTURES;74;28 087;11675;423;77;INDEPENDANT;KOUAME BELLEBA MYRIAM ASHELEY;51;0,45%;;2025
INDENIE-DJUABLIN;116;AGNIBILEKROU, COMMUNE ET SOUS-PREFECTURES;;;;;;INDEPENDANT;ASSEMIAN EPSE TAHI AKISSI MARIE-PAUL;32;0,28%;;2025
INDENIE-DJUABLIN;116;AGNIBILEKROU, COMMUNE ET SOUS-PREFECTURES;;;;;;RHDP;FOFANA SIANDOU;5 744;51,05%;ELU;2025
INDENIE-DJUABLIN;116;AGNIBILEKROU, COMMUNE ET SOUS-PREFECTURES;;;;;;INDEPENDANT;BEUGRE KOFFI BOAFFE BRICE CYRILE;122;1,08%;;2025
INDENIE-DJUABLIN;116;AGNIBILEKROU, COMMUNE ET SOUS-PREFECTURES;;;;;;PDCI-RDA;MANDODJA M'BIA ROGER;5 226;46,45%;;2025
INDENIE-DJUABLIN;117;AKOBOISSUE ET DAME, DOUFFREBO ET TANGUELAN, COMMUNES ET SOUS-PREFECTURES;67;17 960;8130;470;67;INDEPENDANT;BARRY SOULEYMANE;54;0,70%;;2025
INDENIE-DJUABLIN;117;AKOBOISSUE ET DAME, DOUFFREBO ET TANGUELAN, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;KAMBIRE SIE;68;0,89%;;2025
INDENIE-DJUABLIN;117;AKOBOISSUE ET DAME, DOUFFREBO ET TANGUELAN, COMMUNES ET SOUS-PREFECTURES;;;;;;RHDP;ABOULAYE NANGO;3 308;43,19%;ELU;2025
INDENIE-DJUABLIN;117;AKOBOISSUE ET DAME, DOUFFREBO ET TANGUELAN, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;KOUAKOU ADOU LEON;1 051;13,72%;;2025
INDENIE-DJUABLIN;117;AKOBOISSUE ET DAME, DOUFFREBO ET TANGUELAN, COMMUNES ET SOUS-PREFECTURES;;;;;;PDCI-RDA;AMANKOU JEAN MICHEL;3 112;40,63%;;2025
INDENIE-DJUABLIN;118;BETTIE ET DIAMARAKRO, COMMUNES ET SOUS- PREFECTURES;47;14 086;5069;142;30;INDEPENDANT;KONAN JEAN DE DIEU;1 462;29,67%;;2025
INDENIE-DJUABLIN;118;BETTIE ET DIAMARAKRO, COMMUNES ET SOUS- PREFECTURES;;;;;;ADCI;ANOH KOUAO STEPHANE;94;1,91%;;2025
INDENIE-DJUABLIN;118;BETTIE ET DIAMARAKRO, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;TANO MANIZAN ETIENNE;1 740;35,32%;ELU;2025
INDENIE-DJUABLIN;118;BETTIE ET DIAMARAKRO, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;ALIKO NCHO FRANCK ANGHUI;238;4,83%;;2025
INDENIE-DJUABLIN;118;BETTIE ET DIAMARAKRO, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;BROU MIAN;1 363;27,66%;;2025
KABADOUGOU;119;GBONGAHA ET SEGUELON, COMMUNES ET SOUS- PREFECTURES;39;11 815;8223;50;104;INDEPENDANT;FOFANA MAMADOU;2 571;31,46%;;2025
KABADOUGOU;119;GBONGAHA ET SEGUELON, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;KONE IBRAHIMA;5 439;66,55%;ELU;2025
KABADOUGOU;119;GBONGAHA ET SEGUELON, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;KONE SEYDOU;59;0,72%;;2025
KABADOUGOU;120;FENGOLO, MADINANI ET N'GOLOBLASSO, COMMUNES ET SOUS-PREFECTURES;55;17 672;11759;138;149;RHDP;KONATE LADJI;7 042;60,60%;ELU;2025
KABADOUGOU;120;FENGOLO, MADINANI ET N'GOLOBLASSO, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;FOFANA LASSANA;4 430;38,12%;;2025
KABADOUGOU;121;BAKO, BOUGOUSSO ET DIOULATIEDOUGOU, COMMUNES ET SOUS-PREFECTURES;69;18 754;13278;142;158;INDEPENDANT;BAMBA MOUSSA;283;2,15%;;2025
KABADOUGOU;121;BAKO, BOUGOUSSO ET DIOULATIEDOUGOU, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;KONE DAVID MEBRA;170;1,29%;;2025
KABADOUGOU;121;BAKO, BOUGOUSSO ET DIOULATIEDOUGOU, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;TRAORE DRISSA;521;3,97%;;2025
KABADOUGOU;121;BAKO, BOUGOUSSO ET DIOULATIEDOUGOU, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;TRAORE SOUALIHO;2 018;15,36%;;2025
KABADOUGOU;121;BAKO, BOUGOUSSO ET DIOULATIEDOUGOU, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;ISSOUF TRAORE;960;7,31%;;2025
KABADOUGOU;121;BAKO, BOUGOUSSO ET DIOULATIEDOUGOU, COMMUNES ET SOUS-PREFECTURES;;;;;;RHDP;DIARRA CEDRIC TIDIANE;9 026;68,71%;ELU;2025
KABADOUGOU;122;GBELEBAN ET SEYDOUGOU, COMMUNES ET SOUS- PREFECTURES;23;7 903;4577;92;75;INDEPENDANT;SANOGO AMADOU;47;1,05%;;2025
KABADOUGOU;122;GBELEBAN ET SEYDOUGOU, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;TRAORE BOURAHIMA;215;4,79%;;2025
KABADOUGOU;122;GBELEBAN ET SEYDOUGOU, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;TRAORE SOULEIMANE;199;4,44%;;2025
KABADOUGOU;122;GBELEBAN ET SEYDOUGOU, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;DOUMBIA ALASSANE;1 916;42,72%;ELU;2025
KABADOUGOU;122;GBELEBAN ET SEYDOUGOU, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;VAKABA FOFANA;1 914;42,68%;;2025
KABADOUGOU;122;GBELEBAN ET SEYDOUGOU, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;TRAORE ABDOULAYE;7;0,16%;;2025
KABADOUGOU;122;GBELEBAN ET SEYDOUGOU, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;DIAKITE BOUAKARY SIDIKI;112;2,50%;;2025
KABADOUGOU;123;ODIENNE , COMMUNE;87;32 124;32116;9;0;RHDP;UNE COTE DIVOIRE EN PAIX PROSPERE ET SOLIDAIRE;32 107;100,00%;ELU;2025
KABADOUGOU;124;KIMBIRILA-SUD, TIEME, SAMATIGUILA, ET SAMANGO, COMMUNES ET SOUS-PREFECTURES, ODIENNE, SOUS PREFECTURE;87;26 474;17165;244;152;INDEPENDANT;SYLLA MARIAME;2 160;12,77%;;2025
KABADOUGOU;124;KIMBIRILA-SUD, TIEME, SAMATIGUILA, ET SAMANGO, COMMUNES ET SOUS-PREFECTURES, ODIENNE, SOUS PREFECTURE;;;;;;INDEPENDANT;KONE BEN IDRISS;89;0,53%;;2025
KABADOUGOU;124;KIMBIRILA-SUD, TIEME, SAMATIGUILA, ET SAMANGO, COMMUNES ET SOUS-PREFECTURES, ODIENNE, SOUS PREFECTURE;;;;;;INDEPENDANT;DOUMBIA ALPHA;388;2,29%;;2025
KABADOUGOU;124;KIMBIRILA-SUD, TIEME, SAMATIGUILA, ET SAMANGO, COMMUNES ET SOUS-PREFECTURES, ODIENNE, SOUS PREFECTURE;;;;;;RHDP;DIABY LANCINE;11 278;66,65%;ELU;2025
KABADOUGOU;124;KIMBIRILA-SUD, TIEME, SAMATIGUILA, ET SAMANGO, COMMUNES ET SOUS-PREFECTURES, ODIENNE, SOUS PREFECTURE;;;;;;INDEPENDANT;KEITA ADAMA;2 685;15,87%;;2025
KABADOUGOU;124;KIMBIRILA-SUD, TIEME, SAMATIGUILA, ET SAMANGO, COMMUNES ET SOUS-PREFECTURES, ODIENNE, SOUS PREFECTURE;;;;;;PDCI-RDA;VASSIRIKI DOUMBIA;169;1,00%;;2025
LA ME;141;ADZOPE, COMMUNE;88;34 787;12179;3 423;42;INDEPENDANT;ASSY NCHO GUY SERGE;84;0,96%;;2025
LA ME;141;ADZOPE, COMMUNE;;;;;;INDEPENDANT;ATSE URBAIN;593;6,77%;;2025
LA ME;141;ADZOPE, COMMUNE;;;;;;INDEPENDANT;BLE N'GUESSAN ALAIN CARLOS;430;4,91%;;2025
LA ME;141;ADZOPE, COMMUNE;;;;;;INDEPENDANT;DIARRA CHEICK HAMMALAH;308;3,52%;;2025
LA ME;141;ADZOPE, COMMUNE;;;;;;RHDP;ACHI PATRICK JEROME;7 246;82,75%;ELU;2025
LA ME;141;ADZOPE, COMMUNE;;;;;;INDEPENDANT;EBY FOLY ANGE MARIUS;53;0,61%;;2025
LA ME;142;AGOU, BECEDI-BRIGNAN ET YAKASSE-ME, COMMUNES ET SOUS-PREFECTURES;86;32 407;10322;270;70;INDEPENDANT;ASSI KANON JEAN SYLVESTRE;1 755;17,46%;;2025
LA ME;142;AGOU, BECEDI-BRIGNAN ET YAKASSE-ME, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;AMON NCHO KOUADIO PATRICK;911;9,06%;;2025
LA ME;142;AGOU, BECEDI-BRIGNAN ET YAKASSE-ME, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;ASSY YAPO GHISLAIN;492;4,89%;;2025
LA ME;142;AGOU, BECEDI-BRIGNAN ET YAKASSE-ME, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;YAPI YATTE ALPHONSE;848;8,44%;;2025
LA ME;142;AGOU, BECEDI-BRIGNAN ET YAKASSE-ME, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;ASSEUHI AKA JULIEN SERGE;508;5,05%;;2025
LA ME;142;AGOU, BECEDI-BRIGNAN ET YAKASSE-ME, COMMUNES ET SOUS-PREFECTURES;;;;;;RHDP;YAPI N'CHO FLORENT;5 019;49,93%;ELU;2025
LA ME;142;AGOU, BECEDI-BRIGNAN ET YAKASSE-ME, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;YAPI ADEPO FELIX;83;0,83%;;2025
LA ME;142;AGOU, BECEDI-BRIGNAN ET YAKASSE-ME, COMMUNES ET SOUS-PREFECTURES;;;;;;MGC;YAPI CLOTIDE OHOUOCHI;366;3,64%;;2025
LA ME;143;ADZOPE, SOUS-PREFECTURE, ANNEPE ET ASSIKOI, COMMUNES ET SOUS-PREFECTURES;89;33 376;12344;268;97;INDEPENDANT;ASSAMOI ODI ANGE MITTERAND BIENVENU;1 351;11,19%;;2025
LA ME;143;ADZOPE, SOUS-PREFECTURE, ANNEPE ET ASSIKOI, COMMUNES ET SOUS-PREFECTURES;;;;;;RHDP;BOTCHI ASSI ABEL;8 207;67,96%;ELU;2025
LA ME;143;ADZOPE, SOUS-PREFECTURE, ANNEPE ET ASSIKOI, COMMUNES ET SOUS-PREFECTURES;;;;;;ADCI;KAKOU SEKA MARCEL SYLVESTRE;207;1,71%;;2025
LA ME;143;ADZOPE, SOUS-PREFECTURE, ANNEPE ET ASSIKOI, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;ABENIN YAPO;1 339;11,09%;;2025
LA ME;143;ADZOPE, SOUS-PREFECTURE, ANNEPE ET ASSIKOI, COMMUNES ET SOUS-PREFECTURES;;;;;;FPI;ASSI ROMEO;875;7,25%;;2025
LA ME;144;AFFERY, COMMUNE ET SOUS-PREFECTURE;41;16 380;6980;287;20;FNDR;BROU BEDA ROGER;934;13,95%;;2025
LA ME;144;AFFERY, COMMUNE ET SOUS-PREFECTURE;;;;;;INDEPENDANT;N'GUESSAN-BECHIE PAUL;2 686;40,13%;;2025
LA ME;144;AFFERY, COMMUNE ET SOUS-PREFECTURE;;;;;;ADCI;YAPO BEDA ARSENE DESIRE;133;1,99%;;2025
LA ME;144;AFFERY, COMMUNE ET SOUS-PREFECTURE;;;;;;INDEPENDANT;YAO AKA JAURES ROLAND STEPHANE;65;0,97%;;2025
LA ME;144;AFFERY, COMMUNE ET SOUS-PREFECTURE;;;;;;RHDP;ASSOI ASSI APPOLINAIRE;2 855;42,66%;ELU;2025
LA ME;145;AKOUPE ET BECOUEFIN, COMMUNES ET SOUS- PREFECTURES;109;41 157;13552;488;86;INDEPENDANT;YAPO VALERIE-YOLANDE;1 294;9,91%;;2025
LA ME;145;AKOUPE ET BECOUEFIN, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;ANON AGUIE CLOTAIRE;483;3,70%;;2025
LA ME;145;AKOUPE ET BECOUEFIN, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;KOISSY SECKA RENE NOEL FABRICE;130;1,00%;;2025
LA ME;145;AKOUPE ET BECOUEFIN, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;ASSEU ELOLO SIDONIE;3 066;23,47%;;2025
LA ME;145;AKOUPE ET BECOUEFIN, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;KIMOU ACHY JOEL FABRICE;207;1,58%;;2025
LA ME;145;AKOUPE ET BECOUEFIN, COMMUNES ET SOUS- PREFECTURES;;;;;;FPI;YAPO ATSE HERMANN NDAH;499;3,82%;;2025
LA ME;145;AKOUPE ET BECOUEFIN, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;ASSI JEAN-LUC;6 859;52,50%;ELU;2025
LA ME;145;AKOUPE ET BECOUEFIN, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;KIMOU KOFFI FLORENT;440;3,37%;;2025
LA ME;146;ABOISSO-COMOE, ALEPE, ALLOSSO, DANGUIRA ET OGHLWAPO, COMMUNES ET SOUS-PREFECTURES;156;54 427;13996;349;97;INDEPENDANT;OSSIN YAPI SIMPLICE;3 494;25,60%;;2025
LA ME;146;ABOISSO-COMOE, ALEPE, ALLOSSO, DANGUIRA ET OGHLWAPO, COMMUNES ET SOUS-PREFECTURES;;;;;;ADCI;AGUIE ABOA LAURENTINE;169;1,24%;;2025
LA ME;146;ABOISSO-COMOE, ALEPE, ALLOSSO, DANGUIRA ET OGHLWAPO, COMMUNES ET SOUS-PREFECTURES;;;;;;RHDP;NCHO NCHO CHRISTOPHE;6 034;44,21%;ELU;2025
LA ME;146;ABOISSO-COMOE, ALEPE, ALLOSSO, DANGUIRA ET OGHLWAPO, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;ABOA HERMANN;1 531;11,22%;;2025
LA ME;146;ABOISSO-COMOE, ALEPE, ALLOSSO, DANGUIRA ET OGHLWAPO, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;YAPO MARTIAL AUGUSTE;889;6,51%;;2025
LA ME;146;ABOISSO-COMOE, ALEPE, ALLOSSO, DANGUIRA ET OGHLWAPO, COMMUNES ET SOUS-PREFECTURES;;;;;;PDCI-RDA;DIALLO IBRAHIMA SORY;1 433;10,50%;;2025
LA ME;147;ABONGOUA, BIEBY ET YAKASSE-ATTOBROU, COMMUNES ET SOUS-PREFECTURES;69;27 218;10647;622;78;INDEPENDANT;AMON EDY JEAN-ERIC;2 863;28,56%;;2025
LA ME;147;ABONGOUA, BIEBY ET YAKASSE-ATTOBROU, COMMUNES ET SOUS-PREFECTURES;;;;;;UFD;ACAFOU BEKOIN;289;2,88%;;2025
LA ME;147;ABONGOUA, BIEBY ET YAKASSE-ATTOBROU, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;ASSI NDIN THEODORE;2 833;28,26%;;2025
LA ME;147;ABONGOUA, BIEBY ET YAKASSE-ATTOBROU, COMMUNES ET SOUS-PREFECTURES;;;;;;RHDP;ADEPO YAPO FRANCOIS;3 962;39,52%;ELU;2025
LOH-DJIBOUA;125;CHIEPO, DIDOKO, NEBO ET OGOUDOU, COMMUNES ET SOUS-PREFECTURES, DIVO, SOUS-PREFECTURE;176;47 838;14471;544;174;ADCI;ADCI;1 113;7,99%;;2025
LOH-DJIBOUA;125;CHIEPO, DIDOKO, NEBO ET OGOUDOU, COMMUNES ET SOUS-PREFECTURES, DIVO, SOUS-PREFECTURE;;;;;;RHDP;UNE CÔTE DIVOIRE EN PAIX, PROSPÈRE ET SOLIDAIRE;10 432;74,90%;ELU;2025
LOH-DJIBOUA;125;CHIEPO, DIDOKO, NEBO ET OGOUDOU, COMMUNES ET SOUS-PREFECTURES, DIVO, SOUS-PREFECTURE;;;;;;PDCI-RDA;TOUS ENSEMBLE POUR LA CÔTE D'IVOIRE;2 208;15,85%;;2025
LOH-DJIBOUA;126;DIVO, COMMUNE;201;80 222;28025;528;141;INDEPENDANT;DIAKITE ALAHASSANE;17 141;62,34%;ELU;2025
LOH-DJIBOUA;126;DIVO, COMMUNE;;;;;;RHDP;FAMOUSSA COULIBALY;8 675;31,55%;;2025
LOH-DJIBOUA;126;DIVO, COMMUNE;;;;;;INDEPENDANT;BAMBA FATOU;71;0,26%;;2025
LOH-DJIBOUA;126;DIVO, COMMUNE;;;;;;INDEPENDANT;GNIGOU AYEREHONON GENEVIEVE MIMYELLE;129;0,47%;;2025
LOH-DJIBOUA;126;DIVO, COMMUNE;;;;;;INDEPENDANT;DJEGBI PRINCE HUSTER FRANCIS;41;0,15%;;2025
LOH-DJIBOUA;126;DIVO, COMMUNE;;;;;;INDEPENDANT;KONE MOUSSA;46;0,17%;;2025
LOH-DJIBOUA;126;DIVO, COMMUNE;;;;;;PDCI-RDA;AKOUN STEPHANE JOEL ANDREA;1 253;4,56%;;2025
LOH-DJIBOUA;127;HIRE ET ZEGO, COMMUNES ET SOUS-PREFECTURES;80;28 375;7714;249;88;INDEPENDANT;KONATE LAMINE;183;2,45%;;2025
LOH-DJIBOUA;127;HIRE ET ZEGO, COMMUNES ET SOUS-PREFECTURES;;;;;;RHDP;DJA-BLE  JOSEPH;3 899;52,23%;ELU;2025
LOH-DJIBOUA;127;HIRE ET ZEGO, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;OUREGA AGNEZA KOUASSI LANDRY;726;9,73%;;2025
LOH-DJIBOUA;127;HIRE ET ZEGO, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;AMANE KOUASSI VINCENT;165;2,21%;;2025
LOH-DJIBOUA;127;HIRE ET ZEGO, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;KONAN KOUAME ABEL;97;1,30%;;2025
LOH-DJIBOUA;127;HIRE ET ZEGO, COMMUNES ET SOUS-PREFECTURES;;;;;;EDS;DAGO KOUASSI AUGUSTE;16;0,21%;;2025
LOH-DJIBOUA;127;HIRE ET ZEGO, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;N'DA YAO ALEXANDRE;285;3,82%;;2025
LOH-DJIBOUA;127;HIRE ET ZEGO, COMMUNES ET SOUS-PREFECTURES;;;;;;INDEPENDANT;KOUASSI EPSE ABOURLAY TITRE MARIE-MADELEINE;109;1,46%;;2025
LOH-DJIBOUA;127;HIRE ET ZEGO, COMMUNES ET SOUS-PREFECTURES;;;;;;PDCI-RDA;N'GUESSAN YAO SERGE;1 897;25,41%;;2025
LOH-DJIBOUA;128;DAIRO-DIDIZO ET GUITRY, COMMUNES ET SOUS- PREFECTURES;118;30 986;13544;276;160;MLPCI;TRAORE NAMORY;30;0,23%;;2025
LOH-DJIBOUA;128;DAIRO-DIDIZO ET GUITRY, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;KRAGBE BEHIBRO PHILIPPE MICHAEL;4 959;37,38%;;2025
LOH-DJIBOUA;128;DAIRO-DIDIZO ET GUITRY, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;KOKO PATRICIA SYLVIE EPSE YAO;7 622;57,45%;ELU;2025
LOH-DJIBOUA;128;DAIRO-DIDIZO ET GUITRY, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;KOUAME KOUASSI INNOCENT;497;3,75%;;2025
LOH-DJIBOUA;129;LAUZOUA ET YOCOBOUE, COMMUNES ET SOUS- PREFECTURES;50;12 142;5036;139;91;RHDP;GNEBA NADINE MELANIE;4 260;86,99%;ELU;2025
LOH-DJIBOUA;129;LAUZOUA ET YOCOBOUE, COMMUNES ET SOUS- PREFECTURES;;;;;;MGC;LAGO DOUGROU DOMINIQUE;546;11,15%;;2025
LOH-DJIBOUA;130;DJIDJI, GAGORE ET ZIKISSO, COMMUNES ET SOUS- PREFECTURES;45;13 640;4476;156;58;INDEPENDANT;YAO ASSABLI YAO;24;0,56%;;2025
LOH-DJIBOUA;130;DJIDJI, GAGORE ET ZIKISSO, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;BREUDJI HERMANN LANDRY;1 155;26,74%;;2025
LOH-DJIBOUA;130;DJIDJI, GAGORE ET ZIKISSO, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;ABADI MIEZAN CHARLES;2 758;63,84%;ELU;2025
LOH-DJIBOUA;130;DJIDJI, GAGORE ET ZIKISSO, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;GNATTO BAHIE SEBASTIEN;14;0,32%;;2025
LOH-DJIBOUA;130;DJIDJI, GAGORE ET ZIKISSO, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;GAYE GNAFFOU DOGOLIE JEAN;311;7,20%;;2025
LOH-DJIBOUA;131;GOUDOUKO ET NIAMBEZARIA, COMMUNES ET SOUS- PREFECTURES;68;18 404;6693;242;74;INDEPENDANT;DAGO WAKOUBO SAMUEL;1 042;16,15%;;2025
LOH-DJIBOUA;131;GOUDOUKO ET NIAMBEZARIA, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;DOUKOURE AMANDA;15;0,23%;;2025
LOH-DJIBOUA;131;GOUDOUKO ET NIAMBEZARIA, COMMUNES ET SOUS- PREFECTURES;;;;;;RHDP;MERHY SAMY;4 166;64,58%;ELU;2025
LOH-DJIBOUA;131;GOUDOUKO ET NIAMBEZARIA, COMMUNES ET SOUS- PREFECTURES;;;;;;EDS;AHIPEAUD AHIPEAUD JEAN-ANDRE;267;4,14%;;2025
LOH-DJIBOUA;131;GOUDOUKO ET NIAMBEZARIA, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;DAGO KOUASSI JUSTIN AIME;298;4,62%;;2025
LOH-DJIBOUA;131;GOUDOUKO ET NIAMBEZARIA, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;GUEBO DOUKOURE MARCEL;589;9,13%;;2025
LOH-DJIBOUA;132;LAKOTA, COMMUNE ET SOUS-PREFECTURE;118;38 754;8724;250;70;INDEPENDANT;KAMBOU SANSAN SYLVAIN;100;1,18%;;2025
LOH-DJIBOUA;132;LAKOTA, COMMUNE ET SOUS-PREFECTURE;;;;;;INDEPENDANT;KONE CHEVA ADAM MOHAMED;153;1,81%;;2025
LOH-DJIBOUA;132;LAKOTA, COMMUNE ET SOUS-PREFECTURE;;;;;;INDEPENDANT;LAGO LAVRI SOLANGE EPSE KONE;891;10,51%;;2025
LOH-DJIBOUA;132;LAKOTA, COMMUNE ET SOUS-PREFECTURE;;;;;;RHDP;KOUYATE ABDOULAYE;4 455;52,57%;ELU;2025
LOH-DJIBOUA;132;LAKOTA, COMMUNE ET SOUS-PREFECTURE;;;;;;INDEPENDANT;DALLI ARTHUR PRINCE-RICHARD;1 762;20,79%;;2025
LOH-DJIBOUA;132;LAKOTA, COMMUNE ET SOUS-PREFECTURE;;;;;;INDEPENDANT;GODI DADIE JUSTIN;289;3,41%;;2025
LOH-DJIBOUA;132;LAKOTA, COMMUNE ET SOUS-PREFECTURE;;;;;;PDCI-RDA;MAGOU MANDY CARMEN;754;8,90%;;2025
MARAHOUE;133;BEGBESSOU, N'DOUFFOUKANKRO ET TIBEITA, COMMUNES ET SOUS-PREFECTURES, BOUAFLE, SOUS-PREFECTURE;133;36 006;10954;348;187;INDEPENDANT;HOURA KOUASSI MARC;4 392;41,41%;ELU;2025
MARAHOUE;133;BEGBESSOU, N'DOUFFOUKANKRO ET TIBEITA, COMMUNES ET SOUS-PREFECTURES, BOUAFLE, SOUS-PREFECTURE;;;;;;INDEPENDANT;KOUADIO KOUADIO AURELIEN;499;4,70%;;2025
MARAHOUE;133;BEGBESSOU, N'DOUFFOUKANKRO ET TIBEITA, COMMUNES ET SOUS-PREFECTURES, BOUAFLE, SOUS-PREFECTURE;;;;;;RHDP;KOUASSI ALLOMO FLORE FAITAY;2 522;23,78%;;2025
MARAHOUE;133;BEGBESSOU, N'DOUFFOUKANKRO ET TIBEITA, COMMUNES ET SOUS-PREFECTURES, BOUAFLE, SOUS-PREFECTURE;;;;;;INDEPENDANT;GOORE BI GOLE JEAN BAPTISTE;303;2,86%;;2025
MARAHOUE;133;BEGBESSOU, N'DOUFFOUKANKRO ET TIBEITA, COMMUNES ET SOUS-PREFECTURES, BOUAFLE, SOUS-PREFECTURE;;;;;;INDEPENDANT;KOFFI LOUKOU LEON;2 703;25,49%;;2025
MARAHOUE;134;BOUAFLE, COMMUNE;113;43 844;12123;180;90;INDEPENDANT;KAMAGATE MOUSSA EL FADHEL;131;1,10%;;2025
MARAHOUE;134;BOUAFLE, COMMUNE;;;;;;INDEPENDANT;NDIA FREDERIK;556;4,66%;;2025
MARAHOUE;134;BOUAFLE, COMMUNE;;;;;;INDEPENDANT;COWPPLI BONY AFFOUE ELISABETH;209;1,75%;;2025
MARAHOUE;134;BOUAFLE, COMMUNE;;;;;;INDEPENDANT;TIE BI IRIE MODESTE;90;0,75%;;2025
MARAHOUE;134;BOUAFLE, COMMUNE;;;;;;INDEPENDANT;DJE BI TCHAN;254;2,13%;;2025
MARAHOUE;134;BOUAFLE, COMMUNE;;;;;;INDEPENDANT;BLE BI BONAVENTURE;106;0,89%;;2025
MARAHOUE;134;BOUAFLE, COMMUNE;;;;;;INDEPENDANT;OUATTARA IBRAHIM;146;1,22%;;2025
MARAHOUE;134;BOUAFLE, COMMUNE;;;;;;RHDP;KONE ADAMA;6 712;56,20%;ELU;2025
MARAHOUE;134;BOUAFLE, COMMUNE;;;;;;ADCI;TIBE BI N'GUESSAN MARCEL;190;1,59%;;2025
MARAHOUE;134;BOUAFLE, COMMUNE;;;;;;INDEPENDANT;OUEDRAOGO AMIDOU;24;0,20%;;2025
MARAHOUE;134;BOUAFLE, COMMUNE;;;;;;PDCI-RDA;KOFFI SERGES AZI;2 511;21,02%;;2025
MARAHOUE;134;BOUAFLE, COMMUNE;;;;;;INDEPENDANT;KONE ISSIAKA;924;7,74%;;2025
MARAHOUE;135;BONON ET ZAGUIETA, COMMUNES ET SOUS- PREFECTURES;112;35 059;8815;175;109;RHDP;YACOUBA KONE;5 653;65,43%;ELU;2025
MARAHOUE;135;BONON ET ZAGUIETA, COMMUNES ET SOUS- PREFECTURES;;;;;;INDEPENDANT;ZORO BI BALLO FRANCK;216;2,50%;;2025
MARAHOUE;135;BONON ET ZAGUIETA, COMMUNES ET SOUS- PREFECTURES;;;;;;PDCI-RDA;TRAZIE BI GUESSAN;2 570;29,75%;;2025
MARAHOUE;135;BONON ET ZAGUIETA, COMMUNES ET SOUS- PREFECTURES;;;;;;MGC;KOUAME BI BLI ROBERT;92;1,06%;;2025
